Release Date,Title,Overview,Genre,Vote Average,Vote Count
29-03-2019,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,"['Action', 'Comedy', 'Fantasy']",7.1,7707
12-11-2010,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"['Adventure', 'Drama', 'Thriller']",7.1,6443
03-11-2021,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.","['Science Fiction', 'Action', 'Adventure']",7.1,5901
19-11-1999,Sleepy Hollow,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']",7.1,5587
01-06-2009,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.","['Comedy', 'Romance', 'Drama']",7.1,5527
09-06-1994,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.","['Action', 'Adventure', 'Crime']",7.1,4973
26-02-2020,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.","['Thriller', 'Science Fiction', 'Horror']",7.1,4634
21-06-1996,The Hunchback of Notre Dame,"At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.","['Drama', 'Animation', 'Family']",7.1,4222
22-03-2007,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??","['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",7.1,3897
07-06-1996,The Rock,"FBI chemical warfare expert Stanley Goodspeed is sent on an urgent mission with a former British spy, John Patrick Mason, to stop Gen. Francis X. Hummel from launching chemical weapons on Alcatraz Island into San Francisco. Gen. Hummel demands $100 million in war reparations to be paid to the families of slain servicemen who died on covert operations. After their SEAL team is wiped out, Stanley and John deal with the soldiers on their own.","['Action', 'Adventure', 'Thriller']",7.1,3765
09-11-2018,The Ballad of Buster Scruggs,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.","['Western', 'Comedy', 'Drama']",7.1,3302
11-03-2010,Remember Me,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.","['Drama', 'Romance']",7.1,3164
13-12-1978,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.","['Science Fiction', 'Action', 'Adventure']",7.1,3055
03-06-1988,Big,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",7.1,2917
18-11-2010,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.","['Romance', 'Drama', 'Thriller', 'Crime']",7.1,2383
04-06-1982,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",['Horror'],7.1,2360
26-01-2017,The Space Between Us,A young man raised by scientists on Mars returns to Earth to find his father.,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",7.1,2174
18-11-1988,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.","['Family', 'Animation', 'Adventure']",7.1,2142
29-04-2021,Tom Clancy's Without Remorse,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,"['Action', 'Thriller']",7.1,1966
31-07-2015,Descendants,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).","['Family', 'Music', 'Adventure', 'Comedy', 'Fantasy', 'TV Movie']",7.1,1963
22-07-2011,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","['Action', 'Adventure', 'Science Fiction']",7,18793
21-06-2012,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",7,11644
04-07-2018,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.","['Action', 'Adventure', 'Science Fiction']",7,11276
27-10-2011,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.","['Action', 'Thriller', 'Science Fiction']",7,9676
19-06-2013,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,"['Animation', 'Family']",7,9153
15-05-2003,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.","['Adventure', 'Action', 'Thriller', 'Science Fiction']",7,9149
05-02-2020,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.","['Action', 'Crime']",7,8845
25-11-1998,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.","['Adventure', 'Animation', 'Comedy', 'Family']",7,7755
30-09-2021,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.","['Science Fiction', 'Action', 'Adventure']",7,7646
07-06-2018,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.","['Crime', 'Comedy', 'Action']",7,7152
07-02-2020,365 Days,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.","['Romance', 'Drama']",7,7126
14-03-2019,Us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.","['Horror', 'Thriller', 'Mystery']",7,5922
22-02-1950,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!","['Family', 'Fantasy', 'Animation', 'Romance']",7,5709
08-02-2005,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","['Fantasy', 'Action', 'Horror']",7,5672
02-07-2008,Mamma Mia!,"An independent, single mother who owns a small hotel on a Greek island is about to marry off the spirited young daughter she's raised alone. But, the daughter has secretly invited three of her mother's ex-lovers in the hopes of finding her biological father.","['Comedy', 'Romance']",7,5518
24-07-2009,Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.","['Horror', 'Thriller', 'Mystery']",7,4167
07-11-1997,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","['Adventure', 'Action', 'Thriller', 'Science Fiction']",7,3849
24-10-1998,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?","['Family', 'Adventure', 'Animation']",7,3810
21-11-1985,Rocky IV,"After iron man Drago, a highly intimidating 6-foot-5, 261-pound Soviet athlete, kills Apollo Creed in an exhibition match, Rocky comes to the heart of Russia for 15 pile-driving boxing rounds of revenge.",['Drama'],7,3490
02-10-2002,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.","['Horror', 'Thriller']",7,3440
08-07-2021,Space Jam: A New Legacy,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.","['Family', 'Animation', 'Comedy', 'Science Fiction']",7,3204
20-11-1998,Enemy of the State,"A hotshot Washington criminal lawyer becomes the target of a rogue security executive videotaped in the act of murdering a congressman when the incriminating tape is surreptitiously slipped into his shopping bag by the videographer, who is fleeing the executive's assassins.","['Action', 'Drama', 'Thriller']",7,3143
05-04-2007,Sunshine,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.","['Science Fiction', 'Thriller', 'Horror']",7,3032
02-05-2019,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",['Crime'],7,2879
02-03-2000,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.","['Comedy', 'Drama', 'Romance']",7,2817
13-05-2010,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.","['Comedy', 'Drama', 'Romance']",7,2540
04-09-2008,RocknRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.","['Action', 'Crime', 'Thriller']",7,2396
25-07-2018,The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.","['Science Fiction', 'Action', 'Drama', 'Romance', 'Adventure', 'Thriller']",7,2295
15-06-2018,Set It Up,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,"['Romance', 'Comedy']",7,2251
10-02-2021,Tom & Jerry,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.","['Comedy', 'Family', 'Animation']",7,2040
16-11-2018,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",['Romance'],7,1981
13-12-2018,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","['Thriller', 'Drama', 'Science Fiction']",6.9,8428
07-04-2016,The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.","['Family', 'Adventure', 'Drama', 'Fantasy']",6.9,7166
28-09-2011,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.","['Action', 'Science Fiction', 'Drama']",6.9,6794
25-02-2015,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.","['Romance', 'Comedy', 'Crime', 'Drama']",6.9,6777
21-05-2001,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.","['Action', 'War', 'History', 'Romance', 'Drama']",6.9,5375
03-08-2001,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.","['Comedy', 'Family', 'Romance']",6.9,4189
17-08-2016,War Dogs,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","['Comedy', 'Crime', 'Drama']",6.9,3957
02-06-2001,Atlantis: The Lost Empire,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.","['Animation', 'Family', 'Adventure', 'Science Fiction']",6.9,3939
04-11-2009,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","['Animation', 'Family', 'Drama', 'Fantasy']",6.9,3811
11-08-2006,Step Up,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts","['Music', 'Drama', 'Romance', 'Crime']",6.9,3271
22-12-2021,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.","['Action', 'Adventure', 'Thriller', 'War', 'Mystery']",6.9,2937
27-06-2018,Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"['Action', 'Crime', 'Drama', 'Thriller']",6.9,2793
27-01-2017,T2 Trainspotting,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.","['Crime', 'Drama']",6.9,2686
13-12-1996,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.","['Comedy', 'Drama', 'Romance']",6.9,2617
29-01-1998,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","['Romance', 'History', 'Comedy']",6.9,2604
19-11-1993,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.","['Comedy', 'Family', 'Fantasy']",6.9,2327
25-08-1995,Desperado,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.","['Thriller', 'Action', 'Crime']",6.9,2305
22-11-2006,The Fountain,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.","['Drama', 'Adventure', 'Science Fiction', 'Romance']",6.9,2245
12-02-2020,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,"['Romance', 'Comedy']",6.9,2210
16-09-2005,Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.","['Fantasy', 'Romance', 'Drama', 'Comedy']",6.9,1936
13-02-2004,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.","['Comedy', 'Romance']",6.8,6122
16-09-2010,Easy A,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",['Comedy'],6.8,6008
02-03-2011,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",6.8,5384
01-03-2012,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",['Comedy'],6.8,5251
11-01-2010,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","['Action', 'Thriller', 'Science Fiction']",6.8,5152
22-02-2018,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.","['Mystery', 'Comedy', 'Crime']",6.8,4923
20-11-2007,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?","['Comedy', 'Family', 'Fantasy', 'Romance']",6.8,4633
15-06-2017,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!","['Animation', 'Adventure', 'Comedy', 'Family']",6.8,4602
10-04-1991,Hook,"The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.","['Adventure', 'Fantasy', 'Comedy', 'Family']",6.8,4480
05-03-2020,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.","['Action', 'Science Fiction']",6.8,4326
04-11-2021,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.","['Action', 'Comedy', 'Crime', 'Thriller']",6.8,3851
04-02-2010,Dear John,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.","['Drama', 'Romance', 'War']",6.8,3728
28-12-2018,Black Mirror: Bandersnatch,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","['Science Fiction', 'Mystery', 'Drama', 'Thriller', 'TV Movie']",6.8,3357
15-08-2008,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.","['Drama', 'Romance']",6.8,3163
04-04-2003,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.","['Crime', 'Mystery', 'Thriller']",6.8,3012
17-03-2006,She's the Man,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","['Comedy', 'Drama', 'Romance']",6.8,2511
24-06-1987,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?","['Comedy', 'Science Fiction']",6.8,2384
08-12-2011,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.","['Drama', 'Comedy', 'Family']",6.8,2278
10-07-2010,Legend of the Guardians: The Owls of Ga'Hoole,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.","['Animation', 'Adventure', 'Family', 'Fantasy']",6.8,1907
17-01-2018,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","['Drama', 'Romance']",6.7,6938
21-07-2011,Friends with Benefits,"Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.","['Romance', 'Comedy']",6.7,6880
02-04-2004,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon—Hellboy—has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.","['Fantasy', 'Action']",6.7,5865
03-04-2011,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","['Animation', 'Adventure', 'Comedy', 'Family']",6.7,5609
10-11-2004,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",6.7,5136
29-05-2019,Godzilla: King of the Monsters,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.","['Science Fiction', 'Action']",6.7,4890
14-02-2011,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.","['Adventure', 'Comedy', 'Science Fiction']",6.7,4817
02-08-2002,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",6.7,4596
01-11-2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",['Comedy'],6.7,4410
